,class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
7029,p,5,2,4,0,7,1,0,0,0,0,0,1,2,7,6,0,2,1,0,7,2,0
7030,p,3,2,2,0,8,1,0,0,0,0,0,1,1,7,7,0,2,1,0,7,2,0
7031,p,5,2,4,0,8,1,0,0,0,0,0,2,1,7,7,0,2,1,0,7,2,2
7032,e,3,0,8,0,5,1,1,1,2,1,0,1,2,7,7,0,2,2,4,7,4,1
7033,e,3,2,4,0,5,0,0,1,6,1,0,2,2,5,5,0,0,1,4,3,5,2
7034,p,3,3,1,0,4,1,0,1,10,1,2,1,3,1,1,0,2,0,3,7,5,0
7035,e,5,0,3,0,5,1,1,1,2,1,0,2,2,7,7,0,2,2,4,7,3,1
7036,e,5,2,4,0,5,0,0,1,5,1,0,2,2,5,5,0,1,1,4,4,2,2
7037,e,5,2,4,0,5,0,0,1,11,1,0,2,2,5,5,0,1,1,4,0,2,2
7038,p,3,3,2,0,7,1,0,0,0,0,0,1,2,7,6,0,2,1,0,7,2,4
7039,e,3,0,8,0,5,1,1,1,7,1,0,2,2,7,7,0,2,2,4,7,4,1
7040,e,5,0,3,0,5,1,1,1,2,1,0,1,2,7,7,0,2,2,4,7,3,1
7041,e,2,2,4,0,5,0,0,1,6,1,0,2,2,5,5,0,1,1,4,3,2,2
7042,p,3,3,4,0,8,1,0,0,0,0,0,1,1,7,6,0,2,1,0,7,2,0
7043,p,3,3,4,0,7,1,0,0,0,0,0,1,2,6,7,0,2,1,0,7,2,2
7044,p,2,3,4,0,7,1,0,0,0,0,0,1,2,7,7,0,2,1,0,7,2,0
7045,p,2,3,2,0,8,1,0,0,0,0,0,1,2,7,6,0,2,1,0,7,2,4
7046,e,3,0,3,0,5,1,1,1,7,1,0,2,1,7,7,0,2,2,4,7,4,1
7047,p,2,3,2,0,7,1,0,0,0,0,0,1,1,7,6,0,2,1,0,7,2,0
7048,p,2,3,4,0,7,1,0,0,0,0,0,1,2,7,6,0,2,1,0,7,2,4
7049,p,3,2,2,0,7,1,0,0,0,0,0,1,2,6,6,0,2,1,0,7,2,2
7050,e,3,2,3,0,5,1,1,1,10,1,0,1,1,7,7,0,2,2,4,7,3,1
7051,e,0,2,4,0,5,0,0,1,11,1,0,2,2,5,5,0,0,1,4,8,5,2
7052,p,3,3,4,0,2,1,0,0,0,0,0,1,1,7,7,0,2,1,0,7,2,2
7053,p,5,2,4,0,7,1,0,0,0,0,0,1,2,6,6,0,2,1,0,7,2,4
7054,e,0,2,4,0,5,0,0,1,6,1,0,2,2,5,5,0,0,1,4,4,2,2
7055,p,3,2,4,0,8,1,0,0,0,0,0,1,2,7,7,0,2,1,0,7,2,0
7056,p,3,2,4,0,8,1,0,0,0,0,0,1,1,6,7,0,2,1,0,7,2,4
7057,p,3,2,2,0,7,1,0,0,0,0,0,2,1,7,7,0,2,1,0,7,2,2
7058,p,2,2,2,0,7,1,0,0,0,0,0,2,2,7,6,0,2,1,0,7,2,4
7059,p,5,2,2,0,7,1,0,0,0,0,0,2,2,6,6,0,2,1,0,7,2,4
7060,p,5,2,2,0,8,1,0,0,0,0,0,2,2,7,7,0,2,1,0,7,2,0
7061,p,5,2,4,0,7,1,0,0,0,0,0,2,2,6,7,0,2,1,0,7,2,0
7062,p,3,3,4,0,8,1,0,0,0,0,0,2,1,7,7,0,2,1,0,7,2,0
7063,e,5,2,5,1,5,1,0,1,10,1,1,2,2,7,7,0,2,2,4,7,1,4
7064,p,2,2,2,0,8,1,0,0,0,0,0,2,1,7,6,0,2,1,0,7,2,0
7065,p,5,3,4,0,4,0,0,1,10,1,2,1,3,1,1,0,2,0,3,7,5,0
7066,p,3,2,4,0,2,1,0,0,0,0,0,2,2,7,7,0,2,1,0,7,2,2
7067,e,3,2,3,0,5,1,1,1,2,1,0,1,1,7,7,0,2,2,4,7,3,1
7068,p,3,2,4,0,2,1,0,0,0,0,0,1,2,6,7,0,2,1,0,7,2,0
7069,p,2,3,4,0,8,1,0,0,0,0,0,1,1,6,7,0,2,1,0,7,2,4
7070,p,3,2,4,0,7,1,0,0,0,0,0,2,1,6,7,0,2,1,0,7,2,4
7071,p,3,3,2,0,8,1,0,0,0,0,0,2,1,6,7,0,2,1,0,7,2,0
7072,p,2,3,2,0,2,1,0,0,0,0,0,1,2,6,7,0,2,1,0,7,2,0
7073,e,2,2,1,1,5,1,0,1,10,1,1,2,2,7,7,0,2,2,4,7,1,4
7074,p,2,3,4,0,2,1,0,0,0,0,0,2,1,6,7,0,2,1,0,7,2,2
7075,p,3,2,2,0,2,1,0,0,0,0,0,2,1,7,6,0,2,1,0,7,2,0
7076,p,5,2,2,0,8,1,0,0,0,0,0,1,2,6,6,0,2,1,0,7,2,2
7077,p,2,3,2,0,8,1,0,0,0,0,0,1,1,6,6,0,2,1,0,7,2,2
7078,p,5,2,4,0,2,1,0,0,0,0,0,2,2,6,7,0,2,1,0,7,2,4
7079,e,2,2,4,0,5,0,0,1,11,1,0,2,2,5,5,0,0,1,4,3,5,2
7080,p,2,2,2,0,7,1,0,0,0,0,0,2,1,6,6,0,2,1,0,7,2,0
7081,p,5,3,2,0,7,1,0,0,0,0,0,2,1,6,7,0,2,1,0,7,2,4
7082,p,5,3,2,0,2,1,0,0,0,0,0,2,1,7,7,0,2,1,0,7,2,0
7083,p,5,2,2,0,7,1,0,0,0,0,0,1,1,6,6,0,2,1,0,7,2,4
7084,p,3,2,2,0,2,1,0,0,0,0,0,1,1,6,6,0,2,1,0,7,2,2
7085,p,5,2,2,0,8,1,0,0,0,0,0,2,2,7,6,0,2,1,0,7,2,2
7086,e,0,0,3,0,5,1,1,1,10,1,0,1,2,7,7,0,2,2,4,7,3,1
7087,p,3,3,2,0,7,1,0,0,0,0,0,1,2,6,7,0,2,1,0,7,2,4
7088,p,3,2,2,0,7,1,0,0,0,0,0,2,1,6,7,0,2,1,0,7,2,2
7089,e,3,0,3,0,5,1,1,1,2,1,0,2,2,7,7,0,2,2,4,7,4,1
7090,e,2,2,4,0,5,0,0,1,5,1,0,2,2,5,5,0,0,1,4,3,2,2
7091,p,2,3,4,0,4,1,0,1,10,1,2,1,3,1,1,0,2,0,3,7,5,0
7092,p,3,2,2,0,7,1,0,0,0,0,0,2,1,7,6,0,2,1,0,7,2,0
7093,p,2,2,4,0,2,1,0,0,0,0,0,1,1,7,7,0,2,1,0,7,2,2
7094,p,3,3,4,0,2,1,0,0,0,0,0,1,1,7,6,0,2,1,0,7,2,4
7095,p,3,2,2,0,8,1,0,0,0,0,0,2,2,7,6,0,2,1,0,7,2,2
7096,p,3,3,4,0,8,1,0,0,0,0,0,2,2,7,7,0,2,1,0,7,2,4
7097,p,3,3,4,0,8,1,0,0,0,0,0,2,1,7,6,0,2,1,0,7,2,2
7098,e,5,0,3,0,5,1,1,1,2,1,0,1,1,7,7,0,2,2,4,7,4,1
7099,p,3,3,2,0,2,1,0,0,0,0,0,1,1,7,6,0,2,1,0,7,2,4
7100,p,5,3,1,0,4,0,0,1,11,1,2,1,3,1,1,0,2,0,3,7,5,0
7101,p,3,3,2,0,7,1,0,0,0,0,0,1,1,7,6,0,2,1,0,7,2,4
7102,p,3,3,2,0,7,1,0,0,0,0,0,1,1,6,7,0,2,1,0,7,2,2
7103,e,0,2,8,0,5,1,1,1,7,1,0,2,1,7,7,0,2,2,4,7,3,1
7104,p,3,2,4,0,8,1,0,0,0,0,0,1,1,6,7,0,2,1,0,7,2,0
7105,p,5,2,2,0,8,1,0,0,0,0,0,2,1,6,6,0,2,1,0,7,2,4
7106,p,2,3,4,0,2,1,0,0,0,0,0,1,2,6,7,0,2,1,0,7,2,2
7107,p,2,2,2,0,8,1,0,0,0,0,0,1,1,6,6,0,2,1,0,7,2,4
7108,p,3,3,2,0,2,1,0,0,0,0,0,2,1,6,7,0,2,1,0,7,2,0
7109,p,3,3,2,0,2,1,0,0,0,0,0,1,2,7,6,0,2,1,0,7,2,0
7110,e,0,0,8,0,5,1,1,1,10,1,0,2,2,7,7,0,2,2,4,7,4,1
7111,p,3,3,4,0,4,0,0,1,10,1,2,1,3,1,1,0,2,0,3,7,5,0
7112,p,2,3,2,0,8,1,0,0,0,0,0,1,2,6,7,0,2,1,0,7,2,0
7113,p,3,2,4,0,2,1,0,0,0,0,0,2,1,7,6,0,2,1,0,7,2,4
7114,p,3,3,4,0,2,1,0,0,0,0,0,1,2,7,6,0,2,1,0,7,2,4
7115,p,5,2,2,0,7,1,0,0,0,0,0,1,1,7,7,0,2,1,0,7,2,2
7116,e,5,3,3,1,5,1,0,1,10,1,1,2,2,7,7,0,2,2,4,7,2,4
7117,p,2,2,4,0,8,1,0,0,0,0,0,1,2,6,7,0,2,1,0,7,2,0
7118,p,3,3,2,0,8,1,0,0,0,0,0,1,2,7,7,0,2,1,0,7,2,4
7119,e,3,0,8,0,5,1,1,1,10,1,0,1,1,7,7,0,2,2,4,7,4,1
7120,p,5,2,4,0,7,1,0,0,0,0,0,1,2,6,6,0,2,1,0,7,2,0
7121,p,3,3,4,0,8,1,0,0,0,0,0,2,2,6,7,0,2,1,0,7,2,0
7122,p,5,2,2,0,7,1,0,0,0,0,0,2,2,6,7,0,2,1,0,7,2,0
7123,e,3,2,8,0,5,1,1,1,10,1,0,2,1,7,7,0,2,2,4,7,4,1
7124,p,2,3,4,0,7,1,0,0,0,0,0,2,2,7,6,0,2,1,0,7,2,4
7125,p,3,2,2,0,7,1,0,0,0,0,0,1,1,7,6,0,2,1,0,7,2,4
7126,p,3,2,2,0,8,1,0,0,0,0,0,1,1,7,7,0,2,1,0,7,2,4
7127,p,2,3,2,0,2,1,0,0,0,0,0,2,1,6,6,0,2,1,0,7,2,2
7128,e,2,2,4,0,5,0,0,1,5,1,0,2,2,5,5,0,0,1,4,8,2,2
7129,p,2,3,4,0,8,1,0,0,0,0,0,1,1,6,7,0,2,1,0,7,2,0
7130,p,3,3,2,0,8,1,0,0,0,0,0,2,2,6,7,0,2,1,0,7,2,0
7131,p,3,2,2,0,8,1,0,0,0,0,0,2,1,7,7,0,2,1,0,7,2,0
7132,p,3,2,2,0,2,1,0,0,0,0,0,2,1,6,7,0,2,1,0,7,2,2
7133,e,0,2,4,0,5,0,0,1,6,1,0,2,2,5,5,0,1,1,4,0,2,2
7134,e,3,2,3,0,5,1,1,1,7,1,0,1,1,7,7,0,2,2,4,7,3,1
7135,e,5,2,4,0,5,0,0,1,5,1,0,2,2,5,5,0,1,1,4,3,2,2
7136,e,5,0,3,0,5,1,1,1,7,1,0,1,1,7,7,0,2,2,4,7,4,1
7137,p,3,2,2,0,8,1,0,0,0,0,0,2,2,7,6,0,2,1,0,7,2,0
7138,p,2,3,2,0,2,1,0,0,0,0,0,2,1,7,6,0,2,1,0,7,2,0
7139,p,3,2,4,0,7,1,0,0,0,0,0,1,1,6,7,0,2,1,0,7,2,0
7140,p,3,2,4,0,8,1,0,0,0,0,0,1,2,6,7,0,2,1,0,7,2,4
7141,e,0,2,8,0,5,1,1,1,7,1,0,1,2,7,7,0,2,2,4,7,4,1
7142,p,2,2,4,0,7,1,0,0,0,0,0,2,2,6,6,0,2,1,0,7,2,0
7143,e,0,0,3,0,5,1,1,1,7,1,0,2,1,7,7,0,2,2,4,7,4,1
7144,p,5,2,4,0,2,1,0,0,0,0,0,1,2,7,7,0,2,1,0,7,2,0
7145,p,5,3,2,0,2,1,0,0,0,0,0,2,1,7,7,0,2,1,0,7,2,2
7146,p,2,3,1,0,4,1,0,1,10,1,2,1,3,1,1,0,2,0,3,7,5,0
7147,p,2,2,4,0,7,1,0,0,0,0,0,2,2,7,6,0,2,1,0,7,2,0
7148,p,5,3,2,0,7,1,0,0,0,0,0,2,2,6,7,0,2,1,0,7,2,2
7149,p,2,2,4,0,7,1,0,0,0,0,0,1,1,7,7,0,2,1,0,7,2,2
7150,p,2,3,2,0,2,1,0,0,0,0,0,1,2,7,6,0,2,1,0,7,2,4
7151,p,2,2,2,0,2,1,0,0,0,0,0,1,1,7,6,0,2,1,0,7,2,2
7152,p,5,2,2,0,7,1,0,0,0,0,0,1,1,7,7,0,2,1,0,7,2,0
7153,e,3,2,3,0,5,1,1,1,10,1,0,1,2,7,7,0,2,2,4,7,3,1
7154,p,5,2,2,0,8,1,0,0,0,0,0,2,2,6,7,0,2,1,0,7,2,4
7155,p,3,2,4,0,8,1,0,0,0,0,0,1,2,7,6,0,2,1,0,7,2,2
7156,p,3,3,2,0,7,1,0,0,0,0,0,1,2,7,6,0,2,1,0,7,2,2
7157,p,5,2,4,0,8,1,0,0,0,0,0,1,1,7,6,0,2,1,0,7,2,4
7158,e,0,2,3,0,5,1,1,1,2,1,0,2,1,7,7,0,2,2,4,7,4,1
7159,p,5,2,4,0,7,1,0,0,0,0,0,2,2,7,6,0,2,1,0,7,2,2
7160,p,2,2,2,0,7,1,0,0,0,0,0,2,2,7,7,0,2,1,0,7,2,0
7161,p,3,2,4,0,7,1,0,0,0,0,0,2,2,6,7,0,2,1,0,7,2,0
7162,e,0,2,3,0,5,1,1,1,10,1,0,2,2,7,7,0,2,2,4,7,3,1
7163,p,5,2,4,0,8,1,0,0,0,0,0,1,1,6,6,0,2,1,0,7,2,4
7164,p,2,3,2,0,8,1,0,0,0,0,0,2,1,7,7,0,2,1,0,7,2,4
7165,p,2,2,2,0,8,1,0,0,0,0,0,2,1,6,7,0,2,1,0,7,2,0
7166,p,2,3,4,0,4,1,0,1,11,1,2,1,3,1,1,0,2,0,3,7,5,0
7167,e,0,0,3,0,5,1,1,1,2,1,0,1,2,7,7,0,2,2,4,7,3,1
7168,p,2,2,2,0,2,1,0,0,0,0,0,1,1,6,6,0,2,1,0,7,2,4
7169,p,3,2,4,0,2,1,0,0,0,0,0,2,1,6,6,0,2,1,0,7,2,2
7170,e,3,2,3,0,5,1,1,1,7,1,0,2,1,7,7,0,2,2,4,7,4,1
7171,p,3,3,4,0,2,1,0,0,0,0,0,1,1,6,6,0,2,1,0,7,2,2
7172,p,5,2,2,0,7,1,0,0,0,0,0,1,1,6,6,0,2,1,0,7,2,2
7173,e,0,2,4,0,5,0,0,1,11,1,0,2,2,5,5,0,1,1,4,8,5,2
7174,p,3,3,4,0,2,1,0,0,0,0,0,2,1,6,7,0,2,1,0,7,2,2
7175,p,2,3,4,0,7,1,0,0,0,0,0,1,1,7,7,0,2,1,0,7,2,2
7176,e,5,2,4,0,5,0,0,1,5,1,0,2,2,5,5,0,0,1,4,0,5,2
7177,p,3,2,4,0,2,1,0,0,0,0,0,1,1,6,7,0,2,1,0,7,2,2
7178,p,3,2,4,0,2,1,0,0,0,0,0,1,1,6,6,0,2,1,0,7,2,0
7179,p,3,2,4,0,7,1,0,0,0,0,0,1,2,6,6,0,2,1,0,7,2,4
7180,p,3,2,4,0,7,1,0,0,0,0,0,2,2,6,7,0,2,1,0,7,2,4
7181,e,2,3,1,1,5,1,0,1,10,1,1,2,2,7,7,0,2,2,4,7,1,4
7182,e,2,2,4,0,5,0,0,1,5,1,0,2,2,5,5,0,0,1,4,3,5,2
7183,e,0,2,8,0,5,1,1,1,2,1,0,1,1,7,7,0,2,2,4,7,4,1
7184,p,3,2,2,0,7,1,0,0,0,0,0,2,2,6,6,0,2,1,0,7,2,4
7185,e,0,2,3,0,5,1,1,1,10,1,0,2,2,7,7,0,2,2,4,7,4,1
7186,p,3,3,2,0,8,1,0,0,0,0,0,1,1,6,7,0,2,1,0,7,2,4
7187,p,3,3,4,0,7,1,0,0,0,0,0,2,2,7,7,0,2,1,0,7,2,0
7188,e,5,2,4,0,5,0,0,1,6,1,0,2,2,5,5,0,1,1,4,8,5,2
7189,p,5,2,2,0,8,1,0,0,0,0,0,1,2,7,7,0,2,1,0,7,2,4
7190,p,5,2,4,0,2,1,0,0,0,0,0,1,2,6,6,0,2,1,0,7,2,0
7191,p,2,2,2,0,8,1,0,0,0,0,0,1,2,7,7,0,2,1,0,7,2,2
7192,p,2,3,2,0,7,1,0,0,0,0,0,2,2,6,6,0,2,1,0,7,2,4
7193,p,5,3,2,0,7,1,0,0,0,0,0,1,2,6,6,0,2,1,0,7,2,4
7194,p,3,2,2,0,2,1,0,0,0,0,0,1,1,7,7,0,2,1,0,7,2,0
7195,e,3,3,4,0,5,1,0,1,10,1,1,3,3,4,4,0,2,2,4,7,1,0
7196,p,2,2,2,0,2,1,0,0,0,0,0,2,2,7,7,0,2,1,0,7,2,0
7197,p,3,2,4,0,7,1,0,0,0,0,0,1,1,6,7,0,2,1,0,7,2,4
7198,p,2,3,4,0,8,1,0,0,0,0,0,2,2,7,7,0,2,1,0,7,2,4
7199,p,2,2,2,0,2,1,0,0,0,0,0,1,2,6,6,0,2,1,0,7,2,0
7200,e,3,0,3,0,5,1,1,1,10,1,0,2,2,7,7,0,2,2,4,7,4,1
7201,p,3,2,4,0,2,1,0,0,0,0,0,2,1,7,6,0,2,1,0,7,2,0
7202,e,0,0,8,0,5,1,1,1,7,1,0,1,2,7,7,0,2,2,4,7,3,1
7203,p,3,2,2,0,8,1,0,0,0,0,0,1,1,6,7,0,2,1,0,7,2,2
7204,e,5,2,3,0,5,1,1,1,7,1,0,1,1,7,7,0,2,2,4,7,4,1
7205,e,3,2,4,0,5,0,0,1,11,1,0,2,2,5,5,0,1,1,4,8,5,2
7206,p,3,2,2,0,2,1,0,0,0,0,0,1,2,7,6,0,2,1,0,7,2,4
7207,p,3,3,4,0,2,1,0,0,0,0,0,2,2,7,6,0,2,1,0,7,2,2
7208,e,3,0,3,0,5,1,1,1,2,1,0,1,1,7,7,0,2,2,4,7,4,1
7209,p,5,2,4,0,8,1,0,0,0,0,0,2,2,6,6,0,2,1,0,7,2,2
7210,p,3,3,4,0,7,1,0,0,0,0,0,2,2,7,6,0,2,1,0,7,2,2
7211,e,5,0,8,0,5,1,1,1,2,1,0,1,2,7,7,0,2,2,4,7,4,1
7212,p,3,3,2,0,2,1,0,0,0,0,0,1,2,6,7,0,2,1,0,7,2,4
7213,p,3,2,2,0,2,1,0,0,0,0,0,1,2,6,6,0,2,1,0,7,2,2
7214,p,3,2,2,0,2,1,0,0,0,0,0,1,1,6,7,0,2,1,0,7,2,2
7215,p,3,3,2,0,7,1,0,0,0,0,0,1,2,7,7,0,2,1,0,7,2,4
7216,p,3,3,4,0,7,1,0,0,0,0,0,2,2,6,7,0,2,1,0,7,2,4
7217,e,3,2,3,0,5,1,1,1,2,1,0,1,1,7,7,0,2,2,4,7,4,1
7218,p,3,3,4,0,2,1,0,0,0,0,0,1,1,6,6,0,2,1,0,7,2,4
7219,p,3,2,2,0,2,1,0,0,0,0,0,2,2,7,6,0,2,1,0,7,2,2
7220,e,5,2,3,0,5,1,1,1,10,1,0,2,1,7,7,0,2,2,4,7,4,1
7221,e,2,2,4,0,5,0,0,1,11,1,0,2,2,5,5,0,1,1,4,8,2,2
7222,e,3,2,3,0,5,1,1,1,2,1,0,1,2,7,7,0,2,2,4,7,4,1
7223,p,5,2,2,0,7,1,0,0,0,0,0,1,2,7,6,0,2,1,0,7,2,4
7224,p,3,2,4,0,2,1,0,0,0,0,0,2,2,7,7,0,2,1,0,7,2,0
7225,p,3,2,4,0,7,1,0,0,0,0,0,2,1,7,6,0,2,1,0,7,2,4
7226,e,5,2,3,0,5,1,1,1,7,1,0,1,2,7,7,0,2,2,4,7,3,1
7227,p,3,3,2,0,7,1,0,0,0,0,0,1,1,6,6,0,2,1,0,7,2,4
7228,e,2,2,4,0,5,0,0,1,5,1,0,2,2,5,5,0,1,1,4,8,2,2
7229,e,3,2,8,0,5,1,1,1,10,1,0,1,1,7,7,0,2,2,4,7,4,1
7230,p,2,3,2,0,4,1,0,1,11,1,2,1,3,1,1,0,2,0,3,7,5,0
7231,e,0,2,3,0,5,1,1,1,2,1,0,1,1,7,7,0,2,2,4,7,3,1
7232,p,2,3,4,0,8,1,0,0,0,0,0,2,1,7,7,0,2,1,0,7,2,4
7233,e,0,2,4,0,5,0,0,1,6,1,0,2,2,5,5,0,0,1,4,0,5,2
7234,e,0,2,3,0,5,1,1,1,10,1,0,1,2,7,7,0,2,2,4,7,4,1
7235,e,3,2,4,0,5,0,0,1,5,1,0,2,2,5,5,0,1,1,4,8,5,2
7236,e,0,2,3,0,5,1,1,1,7,1,0,1,1,7,7,0,2,2,4,7,4,1
7237,p,3,2,4,0,2,1,0,0,0,0,0,1,2,7,7,0,2,1,0,7,2,2
7238,p,3,3,4,0,8,1,0,0,0,0,0,2,1,6,7,0,2,1,0,7,2,4
7239,e,2,2,4,0,5,0,0,1,5,1,0,2,2,5,5,0,0,1,4,4,5,2
7240,p,3,2,2,0,8,1,0,0,0,0,0,1,1,6,6,0,2,1,0,7,2,4
7241,p,2,2,2,0,8,1,0,0,0,0,0,2,1,7,6,0,2,1,0,7,2,4
7242,p,3,2,4,0,8,1,0,0,0,0,0,2,1,6,6,0,2,1,0,7,2,2
7243,p,3,2,4,0,7,1,0,0,0,0,0,2,1,7,6,0,2,1,0,7,2,2
7244,e,0,2,4,0,5,0,0,1,11,1,0,2,2,5,5,0,1,1,4,8,2,2
7245,e,3,0,3,0,5,1,1,1,10,1,0,1,1,7,7,0,2,2,4,7,3,1
7246,e,0,2,4,0,5,0,0,1,6,1,0,2,2,5,5,0,1,1,4,4,5,2
7247,p,3,2,4,0,7,1,0,0,0,0,0,1,2,6,7,0,2,1,0,7,2,2
7248,p,3,3,2,0,7,1,0,0,0,0,0,2,1,7,6,0,2,1,0,7,2,2
7249,p,3,3,2,0,8,1,0,0,0,0,0,1,2,6,6,0,2,1,0,7,2,4
7250,p,3,2,4,0,8,1,0,0,0,0,0,2,2,6,6,0,2,1,0,7,2,2
7251,e,2,2,4,0,5,0,0,1,5,1,0,2,2,5,5,0,1,1,4,3,5,2
7252,p,3,2,2,0,8,1,0,0,0,0,0,2,2,7,7,0,2,1,0,7,2,0
7253,e,5,2,4,0,5,0,0,1,6,1,0,2,2,5,5,0,1,1,4,4,2,2
7254,p,3,2,4,0,8,1,0,0,0,0,0,1,1,7,6,0,2,1,0,7,2,0
7255,e,3,2,8,0,5,1,1,1,7,1,0,2,2,7,7,0,2,2,4,7,3,1
7256,p,3,3,2,0,2,1,0,0,0,0,0,2,2,7,6,0,2,1,0,7,2,0
7257,p,3,3,4,0,2,1,0,0,0,0,0,1,1,6,7,0,2,1,0,7,2,0
7258,e,3,0,3,0,5,1,1,1,2,1,0,2,2,7,7,0,2,2,4,7,3,1
7259,p,2,2,4,0,8,1,0,0,0,0,0,1,2,6,7,0,2,1,0,7,2,4
7260,e,5,2,3,0,5,1,1,1,10,1,0,2,2,7,7,0,2,2,4,7,4,1
7261,p,3,3,4,0,2,1,0,0,0,0,0,2,1,6,7,0,2,1,0,7,2,4
7262,p,2,2,2,0,2,1,0,0,0,0,0,2,1,6,6,0,2,1,0,7,2,0
7263,e,5,0,8,0,5,1,1,1,7,1,0,1,1,7,7,0,2,2,4,7,4,1
7264,p,3,3,4,0,7,1,0,0,0,0,0,1,2,7,7,0,2,1,0,7,2,2
7265,p,2,3,4,0,4,0,0,1,10,1,2,1,3,1,1,0,2,0,3,7,5,0
7266,e,0,0,3,0,5,1,1,1,10,1,0,2,2,7,7,0,2,2,4,7,4,1
7267,p,3,3,2,0,8,1,0,0,0,0,0,1,1,7,6,0,2,1,0,7,2,4
7268,p,5,3,2,0,7,1,0,0,0,0,0,1,2,6,6,0,2,1,0,7,2,0
7269,p,3,2,2,0,8,1,0,0,0,0,0,1,1,7,6,0,2,1,0,7,2,2
7270,e,3,0,3,0,5,1,1,1,2,1,0,2,1,7,7,0,2,2,4,7,4,1
7271,e,3,0,8,0,5,1,1,1,7,1,0,2,2,7,7,0,2,2,4,7,3,1
7272,p,3,3,2,0,7,1,0,0,0,0,0,2,1,7,7,0,2,1,0,7,2,0
7273,e,3,2,3,0,5,1,1,1,2,1,0,2,2,7,7,0,2,2,4,7,4,1
7274,p,3,2,4,0,2,1,0,0,0,0,0,2,1,6,7,0,2,1,0,7,2,0
7275,p,3,3,4,0,8,1,0,0,0,0,0,2,2,6,7,0,2,1,0,7,2,2
7276,e,3,2,8,0,5,1,1,1,10,1,0,1,2,7,7,0,2,2,4,7,3,1
7277,p,3,3,2,0,8,1,0,0,0,0,0,1,1,6,7,0,2,1,0,7,2,2
7278,e,0,2,8,0,5,1,1,1,10,1,0,1,2,7,7,0,2,2,4,7,3,1
7279,p,3,2,4,0,8,1,0,0,0,0,0,2,1,6,6,0,2,1,0,7,2,0
7280,e,5,2,8,0,5,1,1,1,10,1,0,2,1,7,7,0,2,2,4,7,4,1
7281,e,0,2,4,0,5,0,0,1,5,1,0,2,2,5,5,0,1,1,4,3,2,2
7282,p,3,2,4,0,7,1,0,0,0,0,0,1,2,7,6,0,2,1,0,7,2,0
7283,p,3,3,2,0,2,1,0,0,0,0,0,2,1,6,7,0,2,1,0,7,2,4
7284,e,5,0,8,0,5,1,1,1,10,1,0,2,2,7,7,0,2,2,4,7,4,1
7285,p,5,3,2,0,4,0,0,1,11,1,2,1,3,1,1,0,2,0,3,7,5,0
7286,p,3,2,2,0,8,1,0,0,0,0,0,1,1,6,7,0,2,1,0,7,2,4
7287,p,3,2,4,0,2,1,0,0,0,0,0,1,1,7,7,0,2,1,0,7,2,2
7288,p,3,3,4,0,8,1,0,0,0,0,0,2,2,6,7,0,2,1,0,7,2,4
7289,p,3,2,2,0,2,1,0,0,0,0,0,2,1,7,7,0,2,1,0,7,2,0
7290,e,3,2,4,0,5,0,0,1,6,1,0,2,2,5,5,0,0,1,4,0,5,2
7291,p,3,3,4,0,2,1,0,0,0,0,0,1,2,6,7,0,2,1,0,7,2,2
7292,e,2,3,4,0,5,1,0,1,10,1,1,3,3,4,4,0,2,2,4,7,1,0
7293,e,3,2,3,0,5,1,1,1,10,1,0,2,2,7,7,0,2,2,4,7,4,1
7294,p,2,3,2,0,8,1,0,0,0,0,0,1,1,7,6,0,2,1,0,7,2,2
7295,p,3,3,9,0,5,1,1,0,11,1,2,3,3,8,8,0,3,1,0,7,5,2
7296,p,3,3,2,0,8,1,0,0,0,0,0,2,2,6,7,0,2,1,0,7,2,4
7297,p,3,2,2,0,7,1,0,0,0,0,0,1,1,6,6,0,2,1,0,7,2,2
7298,p,3,3,2,0,7,1,0,0,0,0,0,2,1,6,6,0,2,1,0,7,2,2
7299,e,0,2,4,0,5,0,0,1,6,1,0,2,2,5,5,0,0,1,4,3,5,2
7300,e,5,2,3,1,5,1,0,1,10,1,1,2,2,7,7,0,2,2,4,7,1,4
7301,e,3,2,3,0,5,1,1,1,7,1,0,1,2,7,7,0,2,2,4,7,4,1
7302,p,2,3,2,0,7,1,0,0,0,0,0,2,1,6,7,0,2,1,0,7,2,4
7303,p,3,2,2,0,7,1,0,0,0,0,0,1,1,7,7,0,2,1,0,7,2,4
7304,p,3,3,2,0,7,1,0,0,0,0,0,2,2,7,7,0,2,1,0,7,2,2
7305,e,0,0,8,0,5,1,1,1,10,1,0,1,1,7,7,0,2,2,4,7,4,1
7306,e,2,2,4,0,5,0,0,1,5,1,0,2,2,5,5,0,1,1,4,4,5,2
7307,p,3,2,4,0,8,1,0,0,0,0,0,1,1,7,7,0,2,1,0,7,2,4
7308,p,3,2,2,0,2,1,0,0,0,0,0,2,2,6,7,0,2,1,0,7,2,0
7309,e,5,0,8,0,5,1,1,1,2,1,0,1,2,7,7,0,2,2,4,7,3,1
7310,p,3,3,2,0,8,1,0,0,0,0,0,2,1,7,7,0,2,1,0,7,2,2
